Indexcd,Trddt,Daywk,Opnindex,Hiindex,Loindex,Clsindex,Retindex
399001,2013/6/24,1,8115.841,8115.841,7558.027,7588.522,-0.067296
399001,2013/6/25,2,7486.827,7582.366,7045.595,7495.096,-0.012311
399001,2013/6/26,3,7544.893,7591.096,7409.248,7566.396,0.009513
399001,2013/6/27,4,7598.931,7712.401,7544.329,7544.329,-0.002916
399001,2013/6/28,5,7508.353,7841.75,7479.899,7694.466,0.019901
399001,2013/7/1,1,7649.296,7725.924,7544.775,7718.477,0.003121
399001,2013/7/2,2,7720.771,7796.561,7652.66,7768.836,0.006524
399001,2013/7/3,3,7748.592,7748.592,7591.577,7703.736,-0.00838
399001,2013/7/4,4,7641.449,7901.909,7597.259,7804.114,0.01303
399001,2013/7/5,5,7852.626,7968.869,7852.626,7856.591,0.006724
399001,2013/7/8,1,7741.407,7810.999,7634.292,7637.627,-0.02787
399001,2013/7/9,2,7624.131,7684.222,7570.536,7600.472,-0.004865
399001,2013/7/10,3,7609.398,7851.249,7584.116,7851.249,0.032995
399001,2013/7/11,4,7858.072,8281.551,7849.488,8184.767,0.04248
399001,2013/7/12,5,8171.008,8218.194,7999.443,8012.841,-0.021006
399001,2013/7/15,1,8072.751,8247.673,8003.988,8137.77,0.015591
399001,2013/7/16,2,8109.845,8201.076,8050.147,8186.684,0.006011
399001,2013/7/17,3,8161.648,8215.606,8055.992,8063.802,-0.01501
399001,2013/7/18,4,8026.609,8064.021,7887.362,7904.268,-0.019784
399001,2013/7/19,5,7914.269,7937.628,7663.986,7663.986,-0.030399
399001,2013/7/22,1,7608.683,7717.721,7566.749,7684.226,0.002641
399001,2013/7/23,2,7737.027,7998.41,7726.056,7963.703,0.03637
399001,2013/7/24,3,7945.285,7995.321,7817.913,7935.848,-0.003498
399001,2013/7/25,4,7948.95,7996.633,7849.13,7894.603,-0.005197
399001,2013/7/26,5,7845.218,7905.4,7787.388,7843.362,-0.006491
399001,2013/7/29,1,7772.16,7772.16,7639.163,7668.535,-0.02229
399001,2013/7/30,2,7690.446,7858.543,7619.364,7730.171,0.008038
399001,2013/7/31,3,7849.546,7956.406,7748.298,7765.396,0.004557
399001,2013/8/1,4,7819.446,7967.029,7789.928,7931.786,0.021427
399001,2013/8/2,5,8023.726,8084.903,7957.17,7961.469,0.003742
399001,2013/8/5,1,7955.378,8060.387,7930.457,8060.387,0.012425
399001,2013/8/6,2,8033.671,8170.499,7980.398,8143.131,0.010266
399001,2013/8/7,3,8167.105,8250.866,8084.051,8096.091,-0.005777
399001,2013/8/8,4,8090.664,8170.715,8065.632,8114.866,0.002319
399001,2013/8/9,5,8158.383,8214.684,8061.608,8145.967,0.003833
399001,2013/8/12,1,8181.948,8357.82,8173.758,8356.733,0.025874
399001,2013/8/13,2,8353.259,8366.672,8290.22,8362.652,0.000708
399001,2013/8/14,3,8375.026,8467.782,8303.411,8336.807,-0.003091
399001,2013/8/15,4,8342.633,8383.586,8225.785,8228.872,-0.012947
399001,2013/8/16,5,8204.12,8476.05,8152.686,8168.088,-0.007387
399001,2013/8/19,1,8110.803,8319.532,8104.408,8285.723,0.014402
399001,2013/8/20,2,8269.823,8357.731,8192.845,8234.562,-0.006175
399001,2013/8/21,3,8264.717,8268.652,8174.215,8236.09,0.000186
399001,2013/8/22,4,8223.296,8325.774,8202.049,8245.04,0.001087
399001,2013/8/23,5,8281.185,8307.018,8045.801,8166.277,-0.009553
399001,2013/8/26,1,8200.164,8346.701,8180.278,8334.571,0.020608
399001,2013/8/27,2,8325.965,8352.401,8280.723,8341.772,0.000864
399001,2013/8/28,3,8286.885,8338.294,8197.402,8259.381,-0.009877
399001,2013/8/29,4,8287.24,8306.315,8177.289,8214.491,-0.005435
399001,2013/8/30,5,8197.186,8290.387,8163.106,8202.481,-0.001462
399001,2013/9/2,1,8214.945,8269.821,8148.172,8243.577,0.00501
399001,2013/9/3,2,8257.456,8374.313,8245.006,8368.038,0.015098
399001,2013/9/4,3,8354.492,8400.811,8330.524,8344.958,-0.002758
399001,2013/9/5,4,8352.002,8364.07,8274.191,8286.064,-0.007057
399001,2013/9/6,5,8277.143,8354.314,8256.115,8280.333,-0.000692
399001,2013/9/9,1,8334.424,8537.924,8319.101,8504.735,0.027101
399001,2013/9/10,2,8535.54,8636.626,8498.383,8636.626,0.015508
399001,2013/9/11,3,8636.712,8722.386,8622.261,8675.625,0.004516
399001,2013/9/12,4,8648.66,8766.352,8627.81,8714.883,0.004525
399001,2013/9/13,5,8709.053,8766.696,8676.594,8687.538,-0.003138
399001,2013/9/16,1,8706.382,8722.485,8627.322,8658.999,-0.003285
399001,2013/9/17,2,8652.501,8652.501,8493.659,8493.779,-0.019081
399001,2013/9/18,3,8463.02,8524.344,8405.227,8480.744,-0.001535
399001,2013/9/23,1,8503.919,8722.592,8503.919,8719.288,0.028128
399001,2013/9/24,2,8718.164,8718.273,8564.831,8664.801,-0.006249
399001,2013/9/25,3,8642.487,8707.504,8587.371,8613.71,-0.005896
399001,2013/9/26,4,8578.144,8612.332,8415.435,8439.467,-0.020229
399001,2013/9/27,5,8442.136,8515.135,8425.62,8472.293,0.00389
399001,2013/9/30,1,8485.646,8544.737,8461.657,8514.569,0.00499
399001,2013/10/8,2,8505.106,8707.045,8461.571,8681.533,0.019609
399001,2013/10/9,3,8645.632,8675.592,8601.965,8667.773,-0.001585
399001,2013/10/10,4,8684.64,8727.144,8605.419,8685.793,0.002079
399001,2013/10/11,5,8722.425,8773.18,8661.402,8737.972,0.006007
399001,2013/10/14,1,8736.759,8815.748,8707.315,8760.1,0.002532
399001,2013/10/15,2,8756.815,8765.548,8627.092,8700.345,-0.006821
399001,2013/10/16,3,8664.753,8690.38,8499.587,8542.866,-0.0181
399001,2013/10/17,4,8583.931,8614.952,8503.854,8521.199,-0.002536
399001,2013/10/18,5,8529.557,8629.551,8493.938,8584.866,0.007472
399001,2013/10/21,1,8608.932,8742.042,8571.787,8739.52,0.018015
399001,2013/10/22,2,8727.669,8744.796,8596.023,8619.636,-0.013717
399001,2013/10/23,3,8640.795,8719.633,8492.694,8512.958,-0.012376
399001,2013/10/24,4,8486.111,8550.86,8423.946,8486.524,-0.003105
399001,2013/10/25,5,8488.343,8570.284,8325.865,8379.613,-0.012598
399001,2013/10/28,1,8398.249,8411.811,8297.662,8336.682,-0.005123
399001,2013/10/29,2,8352.165,8504.573,8214.54,8398.922,0.007466
399001,2013/10/30,3,8402.65,8559.772,8377.96,8553.366,0.018389
399001,2013/10/31,4,8516.149,8549.764,8428.361,8444.405,-0.012739
399001,2013/11/1,5,8433.757,8493.384,8370.869,8451.72,0.000866
399001,2013/11/4,1,8493.314,8524.476,8395.299,8416.932,-0.004116
399001,2013/11/5,2,8357.572,8460.177,8269.732,8451.728,0.004134
399001,2013/11/6,3,8409.869,8434.953,8285.846,8287.86,-0.019389
399001,2013/11/7,4,8277.885,8300.76,8187.045,8240.252,-0.005744
399001,2013/11/8,5,8185.612,8250.036,8126.796,8155.397,-0.010298
399001,2013/11/11,1,8142.385,8208.91,8082.237,8168.674,0.001628
399001,2013/11/12,2,8179.035,8298.665,8167.47,8279.308,0.013544
399001,2013/11/13,3,8221.131,8227.988,8103.488,8110.995,-0.020329
399001,2013/11/14,4,8131.642,8162.617,8054.963,8156.535,0.005615
399001,2013/11/15,5,8163.954,8418.732,8162.783,8305.906,0.018313
399001,2013/11/18,1,8356.91,8526.697,8328.859,8523.754,0.026228
399001,2013/11/19,2,8517.117,8521.245,8430.731,8461.21,-0.007338
399001,2013/11/20,3,8546.402,8564.214,8435.775,8510.682,0.005847
399001,2013/11/21,4,8469.529,8501.65,8353.665,8472.023,-0.004542
399001,2013/11/22,5,8496.484,8508.596,8405.459,8413.344,-0.006926
399001,2013/11/25,1,8351.829,8479.572,8340.332,8379.55,-0.004017
399001,2013/11/26,2,8364.525,8408.608,8337.192,8365.349,-0.001695
399001,2013/11/27,3,8353.081,8478.306,8347.813,8447.457,0.009815
399001,2013/11/28,4,8471.265,8630.377,8463.894,8548.367,0.011946
399001,2013/11/29,5,8552.177,8573.354,8520.113,8542.608,-0.000674
399001,2013/12/2,1,8461.491,8593.991,8355.986,8376.644,-0.019428
399001,2013/12/3,2,8353.791,8514.924,8340.209,8492.523,0.013834
399001,2013/12/4,3,8482.395,8648.01,8460.056,8600.818,0.012752
399001,2013/12/5,4,8598.42,8629.201,8545.036,8560.79,-0.004654
399001,2013/12/6,5,8555.391,8586.153,8491.617,8526.681,-0.003984
399001,2013/12/9,1,8562.34,8593.672,8487.885,8519.675,-0.000822
399001,2013/12/10,2,8534.345,8597.191,8509.996,8554.172,0.004049
399001,2013/12/11,3,8496.438,8497.864,8365.625,8409.798,-0.016878
399001,2013/12/12,4,8391.759,8443.788,8360.775,8400.646,-0.001088
399001,2013/12/13,5,8323.396,8467.278,8317.337,8429.817,0.003472
399001,2013/12/16,1,8441.11,8446.336,8271.856,8272.668,-0.018642
399001,2013/12/17,2,8282.259,8292.59,8207.315,8213.432,-0.00716
399001,2013/12/18,3,8220.328,8259.081,8193.996,8236.948,0.002863
399001,2013/12/19,4,8263.687,8276.942,8143.784,8147.705,-0.010834
399001,2013/12/20,5,8169.216,8175.395,7966.718,7966.718,-0.022213
399001,2013/12/23,1,7991.342,8023.162,7903.079,7989.512,0.002861
399001,2013/12/24,2,8017.248,8125.493,7958.366,8027.43,0.004746
399001,2013/12/25,3,8038.211,8119.952,7997.364,8096.37,0.008588
399001,2013/12/26,4,8067.292,8071.733,7887.37,7897.325,-0.024584
399001,2013/12/27,5,7911.229,8092.765,7893.755,8048.854,0.019187
399001,2013/12/30,1,8074.691,8080.703,7988.898,7999.301,-0.006157
399001,2013/12/31,2,7968.448,8129.261,7959.281,8121.788,0.015312
399001,2014/1/2,4,8083.772,8124.558,8048.274,8114.388,-0.000911
399001,2014/1/3,5,8077.48,8094.957,7995.593,8028.33,-0.010606
399001,2014/1/6,1,8013.369,8013.369,7790.896,7818.458,-0.026141
399001,2014/1/7,2,7760.961,7848.363,7752.56,7806.312,-0.001554
399001,2014/1/8,3,7816.984,7901.22,7770.381,7802.143,-0.000534
399001,2014/1/9,4,7774.65,7875.585,7740.846,7746.737,-0.007101
399001,2014/1/10,5,7723.744,7732.038,7644.922,7648.043,-0.01274
399001,2014/1/13,1,7646.456,7697.518,7521.191,7572.56,-0.00987
399001,2014/1/14,2,7568.603,7666.522,7543.372,7665.771,0.012309
399001,2014/1/15,3,7660.659,7697.035,7614.519,7668.802,0.000395
399001,2014/1/16,4,7677.975,7724.402,7647.279,7667.219,-0.000206
399001,2014/1/17,5,7637.683,7659.574,7541.266,7544.565,-0.015997
399001,2014/1/20,1,7526.697,7573.797,7477.785,7524.328,-0.002682
399001,2014/1/21,2,7528.786,7641.6,7528.786,7593.425,0.009183
399001,2014/1/22,3,7612.189,7821.075,7597.441,7820.453,0.029898
399001,2014/1/23,4,7818.759,7855.229,7764.48,7788.471,-0.00409
399001,2014/1/24,5,7771.58,7908.891,7760.2,7855.143,0.00856
399001,2014/1/27,1,7810.234,7815.72,7723.601,7752.538,-0.013062
399001,2014/1/28,2,7773.552,7810.795,7679.806,7740.75,-0.001521
399001,2014/1/29,3,7754.18,7790.024,7695.271,7707.593,-0.004283
399001,2014/1/30,4,7704.492,7705.628,7560.54,7572.634,-0.01751
399001,2014/2/7,5,7515.089,7616.569,7479.564,7616.569,0.005802
399001,2014/2/10,1,7655.567,7827.391,7651.49,7812.163,0.02568
399001,2014/2/11,2,7814.202,7877.093,7781.25,7838.123,0.003323
399001,2014/2/12,3,7835.06,7904.831,7809.939,7902.081,0.00816
399001,2014/2/13,4,7895.226,7936.745,7846.992,7857.111,-0.005691
399001,2014/2/14,5,7840.964,7895.389,7821.627,7883.753,0.003391
399001,2014/2/17,1,7922.738,7947.734,7866.298,7943.962,0.007637
399001,2014/2/18,2,7947.418,7947.418,7808.152,7832.472,-0.014035
399001,2014/2/19,3,7837.409,7967.066,7816.061,7953.943,0.015509
399001,2014/2/20,4,7956.921,7997.022,7836.265,7842.12,-0.014059
399001,2014/2/21,5,7825.544,7859.199,7718.533,7750.556,-0.011676
399001,2014/2/24,1,7697.205,7697.205,7465.906,7542.533,-0.02684
399001,2014/2/25,2,7551,7559.797,7272.341,7303.945,-0.031632
399001,2014/2/26,3,7271.192,7349.173,7226.182,7319.614,0.002145
399001,2014/2/27,4,7352.587,7361.151,7179.171,7188.744,-0.017879
399001,2014/2/28,5,7181.428,7366.692,7174.333,7365.925,0.024647
399001,2014/3/3,1,7349.954,7410.661,7335.427,7391.908,0.003527
399001,2014/3/4,2,7390.671,7390.671,7272.638,7347.109,-0.006061
399001,2014/3/5,3,7352.721,7370.627,7279.301,7298.13,-0.006666
399001,2014/3/6,4,7282.739,7374.838,7186.703,7352.029,0.007385
399001,2014/3/7,5,7338.753,7382.137,7306.053,7328.483,-0.003203
399001,2014/3/10,1,7269.489,7269.489,7114.803,7118.444,-0.028661
399001,2014/3/11,2,7103.296,7258.692,7091.297,7212.574,0.013223
399001,2014/3/12,3,7187.882,7291.553,7139.347,7217.02,0.000616
399001,2014/3/13,4,7226.826,7335.104,7217.836,7319.287,0.01417
399001,2014/3/14,5,7287.341,7317.451,7205.182,7239.062,-0.010961
399001,2014/3/17,1,7266.95,7342.342,7257.02,7340.623,0.01403
399001,2014/3/18,2,7347.037,7357.055,7266.584,7273.95,-0.009083
399001,2014/3/19,3,7246.062,7246.062,7098.696,7150.116,-0.017024
399001,2014/3/20,4,7135.409,7187.312,6997.63,6998.194,-0.021247
399001,2014/3/21,5,6973.091,7261.272,6959.249,7241.568,0.034777
399001,2014/3/24,1,7237.255,7308.152,7180.118,7273.757,0.004445
399001,2014/3/25,2,7247.108,7318.75,7220.72,7252.349,-0.002943
399001,2014/3/26,3,7270.018,7292.559,7228.907,7244.194,-0.001124
399001,2014/3/27,4,7230.627,7276.872,7154.649,7173.024,-0.009824
399001,2014/3/28,5,7165.47,7234.449,7144.066,7165.57,-0.001039
399001,2014/3/31,1,7219.211,7279.566,7146.154,7189.578,0.00335
399001,2014/4/1,2,7184.069,7302.739,7177.854,7281.109,0.012731
399001,2014/4/2,3,7291.726,7358.361,7284.12,7333.587,0.007207
399001,2014/4/3,4,7355.211,7396.849,7280.441,7298.002,-0.004852
399001,2014/4/4,5,7281.335,7367.801,7260.128,7367.801,0.009564
399001,2014/4/8,2,7334.18,7526.469,7323.412,7508.657,0.019118
399001,2014/4/9,3,7510.315,7556.042,7479.621,7511.253,0.000346
399001,2014/4/10,4,7534.021,7607.482,7467.186,7563.202,0.006916
399001,2014/4/11,5,7543.712,7611.151,7528.661,7586.825,0.003123
399001,2014/4/14,1,7588.612,7618.567,7553.495,7583.282,-0.000467
399001,2014/4/15,2,7568.171,7568.171,7438.96,7449.705,-0.017615
399001,2014/4/16,3,7430.609,7511.003,7430.235,7468.464,0.002518
399001,2014/4/17,4,7484.155,7512.271,7441.081,7451.038,-0.002333
399001,2014/4/18,5,7425.835,7475.72,7380.731,7455.738,0.000631
399001,2014/4/21,1,7412.341,7493.41,7351.187,7353.602,-0.013699
399001,2014/4/22,2,7355.633,7392.883,7276.718,7391.217,0.005115
399001,2014/4/23,3,7388.256,7470.149,7379.887,7434.725,0.005886
399001,2014/4/24,4,7426.278,7472.044,7392.155,7419.444,-0.002055
399001,2014/4/25,5,7423.898,7459.012,7323.654,7323.654,-0.012911
399001,2014/4/28,1,7324.867,7353.335,7233.711,7240.462,-0.011359
399001,2014/4/29,2,7234.653,7353.016,7215.121,7339.864,0.013729
399001,2014/4/30,3,7320.793,7335.47,7279.34,7312.862,-0.003679
399001,2014/5/5,1,7289.24,7334.386,7214.06,7309.555,-0.000452
399001,2014/5/6,2,7282.919,7381.224,7282.919,7311.886,0.000319
399001,2014/5/7,3,7292.005,7292.005,7232.482,7234.694,-0.010557
399001,2014/5/8,4,7185.195,7306.788,7157.256,7169.976,-0.008946
399001,2014/5/9,5,7175.243,7182.417,7093.215,7162.437,-0.001051
399001,2014/5/12,1,7208.038,7334.47,7175.222,7318.139,0.021739
399001,2014/5/13,2,7321.655,7362.873,7290.732,7310.314,-0.001069
399001,2014/5/14,3,7320.356,7369.169,7303.629,7325.522,0.00208
399001,2014/5/15,4,7309.875,7309.875,7205.705,7213.77,-0.015255
399001,2014/5/16,5,7203.819,7261.354,7187.796,7242.167,0.003936
399001,2014/5/19,1,7210.846,7210.846,7105.024,7151.487,-0.012521
399001,2014/5/20,2,7180.32,7220.333,7130.058,7151.18,-0.000043
399001,2014/5/21,3,7121.363,7205.235,7075.322,7204.646,0.007477
399001,2014/5/22,4,7201.715,7295.036,7181.035,7183.675,-0.002911
399001,2014/5/23,5,7188.56,7246.952,7161.751,7240.921,0.007969
399001,2014/5/26,1,7289.627,7306.612,7233.168,7275.106,0.004721
399001,2014/5/27,2,7265.242,7305.958,7253.903,7260.123,-0.002059
399001,2014/5/28,3,7263.309,7381.467,7246.089,7380.694,0.016607
399001,2014/5/29,4,7395.58,7432.349,7340.982,7341.564,-0.005302
399001,2014/5/30,5,7344.829,7393.382,7309.022,7364.829,0.003169
399001,2014/6/3,2,7365.606,7399.459,7319.775,7321.52,-0.005881
399001,2014/6/4,3,7314.97,7314.97,7177.658,7223.128,-0.013439
399001,2014/6/5,4,7215.952,7306.757,7205.098,7303.635,0.011146
399001,2014/6/6,5,7272.226,7283.648,7195.129,7235.39,-0.009344
399001,2014/6/9,1,7217.536,7301.339,7205.337,7227.242,-0.001126
399001,2014/6/10,2,7229.969,7345.538,7229.621,7341.663,0.015832
399001,2014/6/11,3,7323.039,7354.488,7307.364,7340.686,-0.000133
399001,2014/6/12,4,7313.832,7318.748,7280.007,7299.812,-0.005568
399001,2014/6/13,5,7293.502,7429.958,7290.14,7401.353,0.01391
399001,2014/6/16,1,7397.046,7433.542,7372.931,7416.989,0.002113
399001,2014/6/17,2,7400.081,7400.081,7320.722,7331.374,-0.011543
399001,2014/6/18,3,7329.937,7351.972,7291.738,7297.397,-0.004634
399001,2014/6/19,4,7301.385,7324.64,7148.023,7180.321,-0.016044
399001,2014/6/20,5,7181.153,7207.63,7134.535,7195.688,0.00214
399001,2014/6/23,1,7205.89,7253.981,7184.159,7192.873,-0.000391
399001,2014/6/24,2,7200.655,7243.319,7185.405,7240.845,0.006669
399001,2014/6/25,3,7238.824,7238.824,7174.598,7217.653,-0.003203
399001,2014/6/26,4,7219.17,7306.726,7219.17,7291.882,0.010284
399001,2014/6/27,5,7291.181,7344.794,7270.518,7312.624,0.002845
399001,2014/6/30,1,7312.677,7362.431,7312.677,7343.275,0.004192
399001,2014/7/1,2,7340.594,7350.868,7277.407,7297.495,-0.006234
399001,2014/7/2,3,7298.021,7319.351,7258.312,7310.377,0.001765
399001,2014/7/3,4,7300.254,7362.387,7286.177,7335.536,0.003442
399001,2014/7/4,5,7346.691,7363.156,7318.572,7333.91,-0.000222
399001,2014/7/7,1,7336.629,7373.229,7301.569,7321.515,-0.00169
399001,2014/7/8,2,7319.285,7358.33,7277.464,7358.33,0.005028
399001,2014/7/9,3,7341.169,7342.321,7192.706,7192.706,-0.022508
399001,2014/7/10,4,7193.218,7218.102,7149.382,7159.628,-0.004599
399001,2014/7/11,5,7158.578,7232.715,7146.451,7206.973,0.006613
399001,2014/7/14,1,7206.129,7279.147,7180.212,7278.858,0.009974
399001,2014/7/15,2,7278.961,7314.182,7270.124,7304.409,0.00351
399001,2014/7/16,3,7289.192,7324.682,7251.571,7261.913,-0.005818
399001,2014/7/17,4,7251.145,7251.145,7151.429,7194.744,-0.009249
399001,2014/7/18,5,7166.645,7312.827,7159.835,7259.448,0.008993
399001,2014/7/21,1,7264.539,7301.151,7251.345,7274.505,0.002074
399001,2014/7/22,2,7261.366,7384.87,7258.584,7372.654,0.013492
399001,2014/7/23,3,7362.736,7412.836,7341.563,7375.306,0.00036
399001,2014/7/24,4,7384.922,7510.42,7384.922,7503.401,0.017368
399001,2014/7/25,5,7528.337,7578.118,7503.624,7578.118,0.009958
399001,2014/7/28,1,7630.355,7826.791,7630.355,7808.66,0.030422
399001,2014/7/29,2,7828.347,7895.733,7799.135,7867.042,0.007477
399001,2014/7/30,3,7867.931,7920.974,7820.796,7853.226,-0.001756
399001,2014/7/31,4,7845.796,7957.462,7821.707,7956.907,0.013202
399001,2014/8/1,5,7919.783,8021.148,7880.424,7880.975,-0.009543
399001,2014/8/4,1,7896.969,8006.909,7892.553,8006.909,0.015979
399001,2014/8/5,2,8007.47,8032.278,7950.521,8007.762,0.000107
399001,2014/8/6,3,7962.557,8022.537,7883.077,7995.499,-0.001531
399001,2014/8/7,4,7990.003,8027.506,7869.88,7872.953,-0.015327
399001,2014/8/8,5,7890.879,7929.124,7845.259,7885.327,0.001572
399001,2014/8/11,1,7902.244,8017.134,7902.244,8009.735,0.015777
399001,2014/8/12,2,8000.917,8000.917,7933.507,7966.887,-0.005349
399001,2014/8/13,3,7967.913,8029.729,7897.797,7980.49,0.001707
399001,2014/8/14,4,7977.331,7998.907,7887.951,7893.898,-0.01085
399001,2014/8/15,5,7901.193,8012.14,7891.055,7982.074,0.01117
399001,2014/8/18,1,8018.182,8058.552,7985.887,8045.861,0.007991
399001,2014/8/19,2,8064.622,8073.216,7994.504,8043.254,-0.000324
399001,2014/8/20,3,8029.513,8060.508,8000.212,8023.072,-0.002509
399001,2014/8/21,4,8021.145,8024.65,7904.068,8010.71,-0.001541
399001,2014/8/22,5,8003.526,8074.419,7997.587,8059.4,0.006078
399001,2014/8/25,1,8054.883,8056.212,7925.217,7934.806,-0.015459
399001,2014/8/26,2,7915.333,7946.389,7786.232,7813.977,-0.015228
399001,2014/8/27,3,7809.516,7881.253,7809.516,7841.074,0.003468
399001,2014/8/28,4,7840.394,7854.282,7735.682,7743.537,-0.012439
399001,2014/8/29,5,7758.362,7841.701,7755.474,7841.701,0.012677
399001,2014/9/1,1,7852.907,7944.145,7852.872,7941.163,0.012684
399001,2014/9/2,2,7958.847,8046.714,7923.981,8043.312,0.012863
399001,2014/9/3,3,8051.09,8136.56,8051.09,8115.867,0.009021
399001,2014/9/4,4,8141.39,8180.424,8103.201,8176.566,0.007479
399001,2014/9/5,5,8202.662,8237.418,8158.826,8214.526,0.004643
399001,2014/9/9,2,8220.963,8225.096,8155.828,8201.508,-0.001585
399001,2014/9/10,3,8164.405,8172.124,8109.445,8158.595,-0.005232
399001,2014/9/11,4,8153.52,8251.056,8095.864,8117.922,-0.004985
399001,2014/9/12,5,8104.418,8147.196,8069.682,8146.994,0.003581
399001,2014/9/15,1,8124.734,8125.231,8051.526,8112.648,-0.004216
399001,2014/9/16,2,8130.219,8143.91,7918.603,7921.073,-0.023614
399001,2014/9/17,3,7951.42,7986.486,7893.099,7981.822,0.007669
399001,2014/9/18,4,7964.47,8020.363,7942.851,8004.571,0.00285
399001,2014/9/19,5,8006.057,8060.736,7971.216,8047.253,0.005332
399001,2014/9/22,1,8036.871,8036.871,7886.88,7895.869,-0.018812
399001,2014/9/23,2,7906.468,7974.818,7906.468,7965.885,0.008867
399001,2014/9/24,3,7944.322,8103.304,7925.379,8100.224,0.016864
399001,2014/9/25,4,8137.331,8167.03,8058.703,8076.512,-0.002927
399001,2014/9/26,5,8050.639,8078.069,8021.27,8072.883,-0.000449
399001,2014/9/29,1,8084.271,8107.15,8045.886,8082.845,0.001234
399001,2014/9/30,2,8095.269,8100.292,8060.353,8080.346,-0.000309
399001,2014/10/8,3,8134.366,8183.652,8073.717,8183.652,0.012785
399001,2014/10/9,4,8199.683,8234.922,8131.171,8204.009,0.002488
399001,2014/10/10,5,8186.332,8260.226,8158.343,8211.542,0.000918
399001,2014/10/13,1,8179.486,8193.356,8092.486,8164.067,-0.005781
399001,2014/10/14,2,8150.859,8200.352,8105.536,8139.961,-0.002953
399001,2014/10/15,3,8141.143,8209.903,8086.63,8198.124,0.007145
399001,2014/10/16,4,8156.785,8227.142,8110.687,8110.687,-0.010665
399001,2014/10/17,5,8116.815,8182.828,8015.618,8151.523,0.005035
399001,2014/10/20,1,8175.684,8219.803,8153.095,8204.202,0.006462
399001,2014/10/21,2,8197.169,8206.892,8101.601,8106.92,-0.011858
399001,2014/10/22,3,8114.892,8162.835,8059.557,8063.202,-0.005393
399001,2014/10/23,4,8044.714,8077.78,7957.032,7969.164,-0.011663
399001,2014/10/24,5,7982.313,8003.788,7899.543,7921.131,-0.006027
399001,2014/10/27,1,7881.012,7881.012,7803.464,7829.332,-0.011589
399001,2014/10/28,2,7846.866,7988.341,7846.866,7988.341,0.020309
399001,2014/10/29,3,8010.413,8109.637,7962.032,8090.681,0.012811
399001,2014/10/30,4,8088.979,8105.723,8034.078,8090.553,-0.000016
399001,2014/10/31,5,8109.552,8230.587,8088.264,8225.612,0.016693
399001,2014/11/3,1,8245.034,8285.155,8202.531,8240.149,0.001767
399001,2014/11/4,2,8231.504,8236.165,8179.342,8206.791,-0.004048
399001,2014/11/5,3,8221.952,8248.559,8189.84,8198.571,-0.001002
399001,2014/11/6,4,8206.55,8223.303,8137.419,8211.959,0.001633
399001,2014/11/7,5,8226.307,8348.879,8183.06,8234.866,0.002789
399001,2014/11/10,1,8299.419,8410.949,8251.743,8410.216,0.021294
399001,2014/11/11,2,8443.246,8491.117,8243.902,8312.885,-0.011573
399001,2014/11/12,3,8287.572,8410.42,8271.843,8410.29,0.011717
399001,2014/11/13,4,8416.675,8416.806,8288.055,8305.084,-0.012509
399001,2014/11/14,5,8263.97,8343.914,8242.486,8326.897,0.002626
399001,2014/11/17,1,8358.128,8389.395,8278.116,8283.804,-0.005175
399001,2014/11/18,2,8264.398,8295.983,8173.444,8196.594,-0.010528
399001,2014/11/19,3,8206.778,8265.582,8202.782,8225.073,0.003474
399001,2014/11/20,4,8210.823,8236.32,8190.403,8205.377,-0.002395
399001,2014/11/21,5,8209.983,8335.586,8194.524,8332.298,0.015468
399001,2014/11/24,1,8498.058,8645.39,8464.608,8577.906,0.029477
399001,2014/11/25,2,8600.313,8694.592,8578.456,8693.432,0.013468
399001,2014/11/26,3,8712.291,8774.778,8680.863,8763.784,0.008093
399001,2014/11/27,4,8798.408,8860.433,8743.932,8860.433,0.011028
399001,2014/11/28,5,8837.472,9010.173,8767.116,9002.227,0.016003
399001,2014/12/1,1,9029.64,9180.64,9028.834,9095.757,0.01039
399001,2014/12/2,2,9058.318,9433.643,9027.299,9366.949,0.029815
399001,2014/12/3,3,9448.366,9777.765,9441.833,9643.924,0.029569
399001,2014/12/4,4,9679.589,10040.724,9659.948,10029.831,0.040016
399001,2014/12/5,5,10164.373,10319.867,9749.136,10067.279,0.003734
399001,2014/12/8,1,10047.117,10587.623,9919.649,10554.566,0.048403
399001,2014/12/9,2,10496.629,11050.846,10042.013,10116.49,-0.041506
399001,2014/12/10,3,10154.53,10567.451,10048.464,10545.515,0.042408
399001,2014/12/11,4,10443.655,10725.769,10387.593,10478.881,-0.006319
399001,2014/12/12,5,10451.612,10622.883,10390.019,10462.312,-0.001581
399001,2014/12/15,1,10477.448,10531.657,10298.376,10504.229,0.004006
399001,2014/12/16,2,10486.687,10668.617,10429.56,10668.617,0.01565
399001,2014/12/17,3,10728.743,10788.971,10533.115,10786.722,0.01107
399001,2014/12/18,4,10744.271,10812.15,10656.347,10665.179,-0.011268
399001,2014/12/19,5,10646.658,10684.601,10382.287,10627.109,-0.00357
399001,2014/12/22,1,10607.578,10742.369,10474.924,10608.515,-0.00175
399001,2014/12/23,2,10549.979,10794.191,10490.14,10570.786,-0.003556
399001,2014/12/24,3,10614.124,10627.085,10179.256,10292.522,-0.026324
399001,2014/12/25,4,10350.941,10514.64,10296.001,10493.779,0.019554
399001,2014/12/26,5,10505.707,10816.828,10487.906,10802.636,0.029432
