Indexcd,Trddt,Daywk,Opnindex,Hiindex,Loindex,Clsindex,Retindex
10,2019/10/22,2,8562.075,8562.188,8503.406,8554.566,0.002863
10,2019/10/23,3,8546.647,8567.062,8479.899,8501.692,-0.006181
10,2019/10/24,4,8518.669,8544.852,8462.451,8500.22,-0.000173
10,2019/10/25,5,8495.8,8544.37,8443.043,8534.869,0.004076
10,2019/10/28,1,8547.818,8601.275,8533.04,8598.356,0.007439
10,2019/10/29,2,8598.133,8598.133,8537.098,8537.098,-0.007124
10,2019/10/30,3,8532.336,8539.162,8482.53,8497.16,-0.004678
10,2019/10/31,4,8529.344,8532.095,8474.548,8494.305,-0.000336
10,2019/11/1,5,8488.972,8621.688,8468.328,8615.594,0.014279
10,2019/11/4,1,8641.132,8687.525,8641.132,8673.858,0.006763
10,2019/11/5,2,8680.291,8792.252,8655.712,8727.857,0.006225
10,2019/11/6,3,8731.433,8745.303,8676.311,8700.756,-0.003105
10,2019/11/7,4,8703.957,8738.418,8674.841,8704.98,0.000485
10,2019/11/8,5,8757.603,8768.156,8649.128,8651.785,-0.006111
10,2019/11/11,1,8607.205,8607.205,8498.683,8508.351,-0.016579
10,2019/11/12,2,8523.163,8538.567,8466.447,8518.122,0.001148
10,2019/11/13,3,8516.574,8523.231,8471.296,8498.477,-0.002306
10,2019/11/14,4,8517.237,8532.918,8490.285,8504.804,0.000744
10,2019/11/15,5,8513.426,8528.768,8456.102,8456.102,-0.005726
10,2019/11/18,1,8454.123,8540.862,8438.943,8526.908,0.008373
10,2019/11/19,2,8512.318,8590.043,8512.318,8590.043,0.007404
10,2019/11/20,3,8570.38,8581.233,8495.324,8508.303,-0.009516
10,2019/11/21,4,8479.321,8492.812,8441.21,8469.923,-0.004511
10,2019/11/22,5,8478.322,8528.314,8374.765,8405.798,-0.007571
10,2019/11/25,1,8411.822,8480.549,8404.664,8479.882,0.008813
10,2019/11/26,2,8506.707,8513.62,8457.114,8485.873,0.000706
10,2019/11/27,3,8481.677,8496.097,8441.845,8463.816,-0.002599
10,2019/11/28,4,8466.108,8490.197,8408.386,8429.745,-0.004025
10,2019/11/29,5,8414.713,8430.905,8310.189,8352.614,-0.00915
10,2019/12/2,1,8362.964,8411.429,8349.09,8364.679,0.001444
10,2019/12/3,2,8345.227,8391.285,8303.944,8391.119,0.003161
10,2019/12/4,3,8369.541,8379.564,8336.929,8368.744,-0.002667
10,2019/12/5,4,8395.5,8439.484,8389.664,8428.136,0.007097
10,2019/12/6,5,8442.94,8472.696,8421.939,8472.696,0.005287
10,2019/12/9,1,8483.838,8489.623,8440.346,8465.456,-0.000855
10,2019/12/10,2,8447.432,8479.333,8439.486,8476.297,0.001281
10,2019/12/11,3,8500.641,8515.77,8467.378,8503.953,0.003263
10,2019/12/12,4,8515.331,8515.331,8466.159,8475.286,-0.003371
10,2019/12/13,5,8555.648,8649.835,8553.257,8647.532,0.020323
10,2019/12/16,1,8639.674,8662.033,8599.112,8661.94,0.001666
10,2019/12/17,2,8664.971,8829.62,8648.042,8769.956,0.01247
10,2019/12/18,3,8765.542,8797.572,8729.802,8743.766,-0.002986
10,2019/12/19,4,8748.032,8754.771,8701.873,8724.795,-0.00217
10,2019/12/20,5,8736.999,8771.646,8698.645,8705.956,-0.002159
10,2019/12/23,1,8702.04,8740.581,8595.838,8602.284,-0.011908
10,2019/12/24,2,8610.872,8656.344,8597.42,8652.046,0.005785
10,2019/12/25,3,8643.376,8659.176,8607.874,8638.081,-0.001614
10,2019/12/26,4,8637.96,8717.872,8636.39,8717.872,0.009237
10,2019/12/27,5,8716.721,8818.536,8716.721,8723.605,0.000658
10,2019/12/30,1,8713.47,8868.337,8687.2,8859.993,0.015634
10,2019/12/31,2,8851.092,8882.056,8819.055,8877.768,0.002006
10,2020/1/2,4,8925.375,9023.865,8925.375,8970.517,0.010447
10,2020/1/3,5,8984.793,8990.133,8925.995,8946.55,-0.002672
10,2020/1/6,1,8900.692,8992.487,8853.595,8903.637,-0.004797
10,2020/1/7,2,8918.917,8963.815,8907.368,8957.653,0.006067
10,2020/1/8,3,8916.009,8916.009,8821.506,8844.556,-0.012626
10,2020/1/9,4,8909.526,8945.581,8897.465,8934.599,0.010181
10,2020/1/10,5,8965.189,8974.13,8903.899,8934.769,0.000019
10,2020/1/13,1,8936.513,9011.018,8893.769,9011.018,0.008534
10,2020/1/14,2,9032.939,9058.536,8979.199,8982.588,-0.003155
10,2020/1/15,3,8973.118,8994.936,8906.376,8924.199,-0.0065
10,2020/1/16,4,8947.051,8948.298,8872.511,8883.78,-0.004529
10,2020/1/17,5,8913.894,8944.948,8875.973,8905.519,0.002447
10,2020/1/20,1,8944.21,8964.544,8901.2,8958.39,0.005937
10,2020/1/21,2,8914.808,8914.808,8809.249,8811.02,-0.016451
10,2020/1/22,3,8768.633,8854.923,8677.816,8833.862,0.002592
10,2020/1/23,4,8760.752,8773.492,8513.766,8577.701,-0.028998
10,2020/2/3,1,7817.08,8008.745,7817.08,7947.275,-0.073496
10,2020/2/4,2,7874.012,8128.076,7874.012,8116.431,0.021285
10,2020/2/5,3,8147.541,8259.44,8094.893,8190.707,0.009151
10,2020/2/6,4,8227.457,8353.331,8165.579,8320.89,0.015894
10,2020/2/7,5,8281.285,8340.791,8231.998,8340.743,0.002386
10,2020/2/10,1,8278.505,8364.344,8253.468,8357.585,0.002019
10,2020/2/11,2,8379.18,8457.776,8357.22,8417.799,0.007205
10,2020/2/12,3,8407.743,8487.261,8398.46,8487.001,0.008221
10,2020/2/13,4,8492.858,8521.727,8419.458,8431.66,-0.006521
10,2020/2/14,5,8416.914,8513.241,8416.551,8488.741,0.00677
10,2020/2/17,1,8518.257,8669.275,8516.051,8669.215,0.02126
10,2020/2/18,2,8651.914,8669.26,8576.437,8621.705,-0.00548
10,2020/2/19,3,8601.209,8669.864,8591.719,8606.909,-0.001716
10,2020/2/20,4,8626.267,8794.978,8595.862,8786.721,0.020892
10,2020/2/21,5,8757.083,8851.111,8747.489,8776.918,-0.001116
10,2020/2/24,1,8729.933,8742.226,8655.417,8693.784,-0.009472
10,2020/2/25,2,8563.04,8650.938,8479.864,8639.73,-0.006218
10,2020/2/26,3,8538.773,8689.322,8528.262,8586.778,-0.006129
10,2020/2/27,4,8605.903,8667.226,8592.68,8614.324,0.003208
10,2020/2/28,5,8435.172,8504.732,8309.915,8323.106,-0.033806
10,2020/3/2,1,8378.513,8635.973,8378.513,8592.468,0.032363
10,2020/3/3,2,8698.505,8738.742,8605.581,8643.947,0.005991
10,2020/3/4,3,8628.276,8712.973,8611.869,8709.718,0.007609
10,2020/3/5,4,8774.992,8912.759,8731.262,8895.412,0.02132
10,2020/3/6,5,8803.639,8834.765,8736.576,8740.924,-0.017367
10,2020/3/9,1,8585.974,8585.974,8446.429,8455.656,-0.032636
10,2020/3/10,2,8415.907,8654.056,8387.87,8629.425,0.020551
10,2020/3/11,3,8641.85,8646.675,8523.93,8524.001,-0.012217
10,2020/3/12,4,8429.395,8456.895,8347.386,8389.959,-0.015725
10,2020/3/13,5,8030.551,8358.47,8016.911,8280.935,-0.012995
10,2020/3/16,1,8290.91,8290.91,7949.671,7961.333,-0.038595
10,2020/3/17,2,7982.936,8083.815,7763.349,7944.912,-0.002063
10,2020/3/18,3,7979.171,8059.941,7774.388,7774.388,-0.021463
10,2020/3/19,4,7740.664,7792.313,7491.939,7654.797,-0.015383
10,2020/3/20,5,7734.603,7821.426,7661.798,7798.793,0.018811
10,2020/3/23,1,7572.327,7672.599,7559.883,7572.911,-0.028964
10,2020/3/24,2,7713.519,7786.483,7628.845,7779.365,0.027262
10,2020/3/25,3,7952.688,7982.157,7891.743,7954.835,0.022556
10,2020/3/26,4,7891.546,7992.679,7875.644,7916.41,-0.00483
10,2020/3/27,5,8009.795,8051.015,7953.492,7953.538,0.00469
10,2020/3/30,1,7851.551,7936.814,7834.032,7906.521,-0.005911
10,2020/3/31,2,7973.423,7982.639,7894.849,7912.583,0.000767
10,2020/4/1,3,7895.793,7996.166,7866.508,7874.987,-0.004751
10,2020/4/2,4,7831.938,7992.901,7828.138,7992.901,0.014973
10,2020/4/3,5,7963.831,7994.483,7918.507,7950.083,-0.005357
10,2020/4/7,2,8085.959,8120.096,8061.645,8108.371,0.01991
10,2020/4/8,3,8061.289,8103.473,8045.185,8076.21,-0.003966
10,2020/4/9,4,8110.072,8125.113,8091.055,8099.727,0.002912
10,2020/4/10,5,8107.533,8167.468,8036.854,8057.16,-0.005255
10,2020/4/13,1,8022.889,8045.496,7995.62,8017.392,-0.004936
10,2020/4/14,2,8064.239,8160.236,8039.79,8160.033,0.017791
10,2020/4/15,3,8157.339,8169.49,8093.751,8099.517,-0.007416
10,2020/4/16,4,8062.268,8132.882,8059.203,8121.955,0.00277
10,2020/4/17,5,8180.466,8258.409,8160.111,8205.757,0.010318
10,2020/4/20,1,8216.817,8238.594,8183.432,8236.498,0.003746
10,2020/4/21,2,8202.46,8202.46,8087.895,8140.421,-0.011665
10,2020/4/22,3,8103.809,8190.864,8088.15,8190.864,0.006197
10,2020/4/23,4,8216.523,8228.858,8157.961,8165.831,-0.003056
10,2020/4/24,5,8151.515,8151.515,8079.724,8098.554,-0.008239
10,2020/4/27,1,8118.856,8195.112,8104.243,8153.944,0.006839
10,2020/4/28,2,8179.646,8222.829,8054.816,8201.657,0.005852
10,2020/4/29,3,8171.992,8268.448,8169.427,8242.624,0.004995
10,2020/4/30,4,8266.467,8358.91,8266.467,8326.517,0.010178
10,2020/5/6,3,8227.976,8363.447,8227,8359.519,0.003963
10,2020/5/7,4,8357.48,8365.261,8316.004,8332.668,-0.003212
10,2020/5/8,5,8369.076,8430.554,8353.641,8399.592,0.008032
10,2020/5/11,1,8414.578,8467.729,8367.994,8393.925,-0.000675
10,2020/5/12,2,8394.209,8412.826,8332.661,8384.231,-0.001155
10,2020/5/13,3,8355.971,8395.911,8324.778,8388.109,0.000463
10,2020/5/14,4,8354.401,8354.401,8294.097,8296.441,-0.010928
10,2020/5/15,5,8329.614,8339.001,8265.561,8270.832,-0.003087
10,2020/5/18,1,8281.001,8351.867,8253.579,8307.419,0.004424
10,2020/5/19,2,8390.147,8396.77,8354.882,8373.541,0.007959
10,2020/5/20,3,8371.857,8371.857,8318.451,8341.52,-0.003824
10,2020/5/21,4,8371.017,8373.115,8295.172,8305.183,-0.004356
10,2020/5/22,5,8289.74,8289.74,8108.845,8114.599,-0.022948
10,2020/5/25,1,8130.272,8142.006,8076.679,8137.548,0.002828
10,2020/5/26,2,8180.399,8214.197,8165.669,8207.651,0.008615
10,2020/5/27,3,8208.515,8216.325,8157.359,8170.533,-0.004522
10,2020/5/28,4,8178.37,8270.311,8139.09,8209.14,0.004725
10,2020/5/29,5,8169.449,8223.662,8155.288,8208.982,-0.000019
10,2020/6/1,1,8283.287,8410.379,8283.287,8401.645,0.02347
10,2020/6/2,2,8390.104,8444.799,8376.719,8430.567,0.003442
10,2020/6/3,3,8464.719,8516.041,8427.069,8427.406,-0.000375
10,2020/6/4,4,8455.157,8459.23,8382.046,8404.98,-0.002661
10,2020/6/5,5,8417.981,8441.848,8372.626,8441.848,0.004386
10,2020/6/8,1,8476.058,8514.249,8460.187,8473.939,0.003801
10,2020/6/9,2,8481.911,8535.022,8463.449,8527.199,0.006285
10,2020/6/10,3,8519.685,8519.685,8465.929,8479.114,-0.005639
10,2020/6/11,4,8463.49,8493.808,8374.635,8400.617,-0.009258
10,2020/6/12,5,8281.445,8421.799,8272.356,8409.483,0.001055
10,2020/6/15,1,8357.056,8394.948,8293.93,8293.93,-0.013741
10,2020/6/16,2,8372.573,8411.007,8358.181,8409.966,0.01399
10,2020/6/17,3,8414.145,8420.913,8368.184,8418.112,0.000969
10,2020/6/18,4,8397.74,8455.429,8368.886,8446.377,0.003358
10,2020/6/19,5,8448.664,8567.999,8440.208,8544.424,0.011608
10,2020/6/22,1,8542.458,8621.591,8527.424,8550.863,0.000754
10,2020/6/23,2,8532.522,8585.9,8503.156,8578.424,0.003223
10,2020/6/24,3,8588.882,8635.885,8588.551,8623.816,0.005291
10,2020/6/29,1,8602.569,8620.117,8528.396,8560.692,-0.00732
10,2020/6/30,2,8590.168,8667.657,8587.519,8640.577,0.009332
10,2020/7/1,3,8661.636,8819.509,8643.198,8819.183,0.020671
10,2020/7/2,4,8808.88,9045.627,8804.884,9033.08,0.024254
10,2020/7/3,5,9081.67,9236.028,9072.682,9236.028,0.022467
10,2020/7/6,1,9354.483,9856.309,9354.483,9829.803,0.064289
10,2020/7/7,2,10002.19,10073.028,9850.376,9850.376,0.002093
10,2020/7/8,3,9832.467,10108.517,9818.901,10024.171,0.017643
10,2020/7/9,4,10021.495,10144.559,9974.559,10113.944,0.008956
10,2020/7/10,5,10017.313,10054.851,9848.4,9882.726,-0.022861
10,2020/7/13,1,9854.981,10102.254,9819.712,10027.013,0.0146
10,2020/7/14,2,9983.723,10048.084,9799.335,9927.696,-0.009905
10,2020/7/15,3,9966.015,9991.467,9758.004,9794.582,-0.013408
10,2020/7/16,4,9792.396,9846.561,9349.994,9349.994,-0.045391
10,2020/7/17,5,9381.118,9493.419,9274.075,9375.805,0.002761
10,2020/7/20,1,9472.867,9690.701,9390.878,9683.398,0.032807
10,2020/7/21,2,9734.575,9746.088,9636.952,9680.404,-0.000309
10,2020/7/22,3,9662.231,9880.801,9652.311,9707.324,0.002781
10,2020/7/23,4,9622.543,9737.077,9505.512,9694.632,-0.001307
10,2020/7/24,5,9642.201,9662.055,9256.066,9310.017,-0.039673
10,2020/7/27,1,9365.804,9410.325,9259.07,9350.45,0.004343
10,2020/7/28,2,9423.637,9470.513,9353.234,9408.812,0.006242
10,2020/7/29,3,9395.817,9591.128,9355.711,9586.099,0.018843
10,2020/7/30,4,9606.974,9642.786,9549.444,9556.606,-0.003077
10,2020/7/31,5,9539.669,9713.308,9472.534,9612.919,0.005893
10,2020/8/3,1,9682.413,9733.306,9634.271,9732.832,0.012474
10,2020/8/4,2,9764.824,9843.489,9712.405,9789.573,0.00583
10,2020/8/5,3,9762.288,9791.871,9657.411,9772.589,-0.001735
10,2020/8/6,4,9777.346,9823.948,9639.703,9798.743,0.002676
10,2020/8/7,5,9746.783,9782.104,9572.433,9707.982,-0.009263
10,2020/8/10,1,9668.399,9831.145,9622.67,9760.501,0.00541
10,2020/8/11,2,9772.646,9882.876,9656.12,9671.645,-0.009104
10,2020/8/12,3,9639.121,9667.21,9459.497,9614.059,-0.005954
10,2020/8/13,4,9648.183,9658.824,9572.741,9604.306,-0.001014
10,2020/8/14,5,9590.525,9741.275,9566.066,9733.322,0.013433
10,2020/8/17,1,9782.754,10042.098,9779.636,9973.868,0.024714
10,2020/8/18,2,9976.071,10001.155,9923.126,9973.578,-0.000029
10,2020/8/19,3,9956.606,9985.186,9838.032,9843.927,-0.012999
10,2020/8/20,4,9777.036,9795.392,9682.199,9715.584,-0.013038
10,2020/8/21,5,9781.751,9818.075,9703.177,9774.218,0.006035
10,2020/8/24,1,9819.431,9860.706,9776.376,9809.748,0.003635
10,2020/8/25,2,9839.818,9905.992,9784.302,9814.267,0.000461
10,2020/8/26,3,9806.856,9858.837,9680.518,9709.176,-0.010708
10,2020/8/27,4,9730.117,9764.104,9662.179,9761.753,0.005415
10,2020/8/28,5,9763.384,9985.047,9742.864,9974.542,0.021798
10,2020/8/31,1,10027.815,10112.604,9943.999,9944.369,-0.003025
10,2020/9/1,2,9919.204,9986.992,9900.087,9986.89,0.004276
10,2020/9/2,3,10026.921,10031.808,9882.224,9975.741,-0.001116
10,2020/9/3,4,9975.249,10064.048,9890.78,9926.389,-0.004947
10,2020/9/4,5,9781.931,9846.138,9758.763,9829.086,-0.009802
10,2020/9/7,1,9811.219,9875.555,9625.316,9650.63,-0.018156
10,2020/9/8,2,9684.59,9768.587,9623.265,9745.16,0.009795
10,2020/9/9,3,9630.927,9668.619,9513.14,9565.405,-0.018446
10,2020/9/10,4,9650.504,9671.572,9544.256,9563.028,-0.000248
10,2020/9/11,5,9540.161,9642.048,9520.196,9631.577,0.007168
10,2020/9/14,1,9683.467,9717.171,9656.121,9701.309,0.00724
10,2020/9/15,2,9694.291,9770.565,9651.353,9761.769,0.006232
10,2020/9/16,3,9754.207,9788.361,9678.86,9715.397,-0.00475
10,2020/9/17,4,9687.346,9707.518,9591.857,9640.209,-0.007739
10,2020/9/18,5,9646.549,9875.35,9638.96,9875.35,0.024392
10,2020/9/21,1,9914.005,9919.359,9775.735,9780.278,-0.009627
10,2020/9/22,2,9698.177,9808.639,9627.748,9655.082,-0.012801
10,2020/9/23,3,9665.619,9695.003,9617.746,9664.821,0.001009
10,2020/9/24,4,9612.532,9624.939,9482.545,9486.018,-0.0185
10,2020/9/25,5,9530.427,9558.941,9476.323,9512.042,0.002743
10,2020/9/28,1,9531.468,9607.044,9520.938,9549.873,0.003977
10,2020/9/29,2,9600.406,9604.284,9540.586,9542.301,-0.000793
10,2020/9/30,3,9569.542,9618.431,9473.623,9520.336,-0.002302
10,2020/10/9,5,9666.244,9710.211,9645.665,9681.023,0.016878
10,2020/10/12,1,9730.131,9973.069,9726.194,9971.819,0.030038
10,2020/10/13,2,9950.081,9979.658,9892.864,9968.318,-0.000351
10,2020/10/14,3,9947.894,9947.894,9886.014,9908.578,-0.005993
10,2020/10/15,4,9914.229,9963.012,9881.157,9892.224,-0.00165
10,2020/10/16,5,9903.37,9958.453,9855.938,9901.349,0.000922
10,2020/10/19,1,9957.345,10033.509,9807.427,9821.918,-0.008022
10,2020/10/20,2,9808.895,9866.02,9779.113,9864.795,0.004365
10,2020/10/21,3,9884.964,9891.45,9812.099,9884.731,0.002021
10,2020/10/22,4,9863.99,9890.88,9754.824,9863.648,-0.002133
10,2020/10/23,5,9847.608,9923.468,9781.272,9781.272,-0.008351
10,2020/10/26,1,9706.282,9710.185,9612.934,9664.563,-0.011932
10,2020/10/27,2,9635.838,9670.475,9600.008,9650.447,-0.001461
10,2020/10/28,3,9655.222,9737.087,9619.91,9708.399,0.006005
10,2020/10/29,4,9603.388,9807.345,9595.643,9740.082,0.003263
10,2020/10/30,5,9743.787,9765.142,9582.784,9604.234,-0.013947
10,2020/11/2,1,9609.089,9664.002,9550.254,9597.733,-0.000677
10,2020/11/3,2,9645.209,9772.459,9639.561,9730.872,0.013872
10,2020/11/4,3,9737.83,9808.428,9697.682,9782.511,0.005307
10,2020/11/5,4,9879.845,9931.063,9836.16,9919.896,0.014044
10,2020/11/6,5,9946.036,9946.042,9842.088,9909.575,-0.00104
10,2020/11/9,1,9972.381,10118.943,9972.381,10090.182,0.018226
10,2020/11/10,2,10137.372,10137.372,10022.949,10063.61,-0.002633
10,2020/11/11,3,10050.481,10097.634,10017.624,10026.442,-0.003693
10,2020/11/12,4,10033.178,10044.361,9973.727,10001.702,-0.002467
10,2020/11/13,5,9953.294,9953.294,9802.05,9861.885,-0.013979
10,2020/11/16,1,9900.172,9980.12,9872.671,9980.12,0.011989
10,2020/11/17,2,9979.001,9999.204,9925.484,9975.529,-0.00046
10,2020/11/18,3,9968.904,10048.879,9958.916,10002.85,0.002739
10,2020/11/19,4,9973.649,10077.875,9950.719,10060.936,0.005807
10,2020/11/20,5,10049.385,10098.901,10042.723,10090.865,0.002975
10,2020/11/23,1,10119.172,10294.44,10107.794,10238.072,0.014588
10,2020/11/24,2,10212.574,10237.92,10163.231,10180.137,-0.005659
10,2020/11/25,3,10230.553,10258.057,10066.246,10066.246,-0.011188
10,2020/11/26,4,10060.868,10127.3,10027.765,10124.574,0.005794
10,2020/11/27,5,10142.835,10267.613,10127.204,10267.613,0.014128
10,2020/11/30,1,10298.385,10461.473,10210.254,10210.254,-0.005586
10,2020/12/1,2,10224.838,10458.051,10215.125,10443.079,0.022803
10,2020/12/2,3,10450.007,10493.815,10387.747,10424.868,-0.001744
10,2020/12/3,4,10420.554,10429.895,10348.234,10398.448,-0.002534
10,2020/12/4,5,10391.302,10425.646,10310.874,10413.105,0.00141
10,2020/12/7,1,10427.025,10430.597,10288.727,10310.279,-0.009875
10,2020/12/8,2,10316.546,10360.948,10261.175,10284.263,-0.002523
10,2020/12/9,3,10312.306,10338.444,10177.326,10179.071,-0.010228
10,2020/12/10,4,10160.611,10216.459,10129.696,10173.819,-0.000516
10,2020/12/11,5,10210.141,10210.921,10010.983,10076.543,-0.009561
10,2020/12/14,1,10104.483,10185.719,10079.766,10178.919,0.01016
10,2020/12/15,2,10171.715,10203.624,10113.497,10182.195,0.000322
10,2020/12/16,3,10204.485,10241.716,10175.033,10209.006,0.002633
10,2020/12/17,4,10228.699,10367.144,10204.841,10358.69,0.014662
10,2020/12/18,5,10336.533,10376.17,10259.715,10307.512,-0.004941
10,2020/12/21,1,10305.562,10389.498,10248.471,10369.062,0.005971
10,2020/12/22,2,10347.114,10362.102,10167.424,10176.864,-0.018536
10,2020/12/23,3,10202.39,10310.072,10192.752,10266.669,0.008824
10,2020/12/24,4,10267.841,10328.008,10203.309,10239.895,-0.002608
10,2020/12/25,5,10207.503,10342.25,10189.263,10341.984,0.00997
10,2020/12/28,1,10347.046,10431.348,10329.468,10375.47,0.003238
10,2020/12/29,2,10393.542,10409.171,10316.607,10324.686,-0.004895
10,2020/12/30,3,10317.56,10476.122,10315.022,10476.122,0.014667
10,2020/12/31,4,10499.901,10696.467,10499.901,10685.412,0.019978
10,2021/1/4,1,10685.598,10788.543,10620.923,10750.437,0.006085
10,2021/1/5,2,10705.092,10867.815,10685.009,10867.815,0.010918
10,2021/1/6,3,10882.862,11000.065,10835.561,10993.466,0.011562
10,2021/1/7,4,11023.245,11186.987,10975.946,11186.987,0.017603
10,2021/1/8,5,11204.944,11251.105,11041.44,11143.727,-0.003867
10,2021/1/11,1,11154.691,11289.974,11013.677,11056.801,-0.0078
10,2021/1/12,2,11011.481,11392.133,11010.921,11392.133,0.030328
10,2021/1/13,3,11410.847,11468.175,11257.909,11336.256,-0.004905
10,2021/1/14,4,11300.172,11310.932,11137.217,11164.254,-0.015173
10,2021/1/15,5,11184.917,11260.946,11044.237,11148.363,-0.001423
10,2021/1/18,1,11110.998,11300.124,11071.339,11247.676,0.008908
10,2021/1/19,2,11257.575,11268.838,11072.438,11121.682,-0.011202
10,2021/1/20,3,11126.333,11216.316,11090.126,11166.262,0.004008
10,2021/1/21,4,11206.326,11360.452,11173.985,11300.863,0.012054
10,2021/1/22,5,11297.826,11324.593,11209.03,11281.275,-0.001733
10,2021/1/25,1,11280.845,11431.543,11243.527,11401.974,0.010699
10,2021/1/26,2,11349.518,11349.518,11163.525,11176.909,-0.019739
10,2021/1/27,3,11174.179,11217.133,11092.396,11207.183,0.002709
10,2021/1/28,4,11067.605,11101.397,10926.111,10961.351,-0.021935
10,2021/1/29,5,11027.237,11049.359,10765.158,10889.668,-0.00654
10,2021/2/1,1,10884.501,10979.956,10846.811,10975.066,0.007842
10,2021/2/2,2,10998.508,11093.426,10948.417,11087.105,0.010209
10,2021/2/3,3,11075.541,11144.403,11012.825,11067.208,-0.001795
10,2021/2/4,4,11021.495,11140.4,10946.98,11067.788,0.000052
10,2021/2/5,5,11107.218,11227.455,11075.606,11108.989,0.003723
10,2021/2/8,1,11146.932,11283.636,11108.139,11259.309,0.013531
10,2021/2/9,2,11294.381,11485.074,11231.099,11484.928,0.020038
10,2021/2/10,3,11521.685,11712.952,11516.2,11681.011,0.017073
10,2021/2/18,4,11901.371,11935.969,11656.112,11700.108,0.001635
10,2021/2/19,5,11648.561,11744.123,11534.233,11724.442,0.00208
10,2021/2/22,1,11759.716,11759.716,11421.409,11424.118,-0.025615
10,2021/2/23,2,11325.618,11541.189,11325.618,11407.541,-0.001451
10,2021/2/24,3,11421.258,11441.313,11023.57,11138.541,-0.023581
10,2021/2/25,4,11257.818,11325.853,11165.756,11237.101,0.008849
10,2021/2/26,5,10990.51,11122.757,10941.627,10959.566,-0.024698
10,2021/3/1,1,11052.519,11077.706,10937.991,11070.762,0.010146
10,2021/3/2,2,11133.985,11133.985,10822.699,10903.265,-0.01513
10,2021/3/3,3,10875.869,11161.198,10870.127,11159.255,0.023478
10,2021/3/4,4,11025.628,11048.202,10795.977,10854.258,-0.027331
10,2021/3/5,5,10692.464,10890.875,10641.951,10803.264,-0.004698
10,2021/3/8,1,10879.969,10933.783,10483.293,10484.792,-0.029479
10,2021/3/9,2,10466.357,10539.314,10208.453,10293.105,-0.018282
10,2021/3/10,3,10430.049,10450.25,10318.495,10337.447,0.004308
10,2021/3/11,4,10389.298,10620.552,10389.298,10619.26,0.027261
10,2021/3/12,5,10670.385,10673.056,10546.933,10663.94,0.004207
10,2021/3/15,1,10618.819,10647.096,10404.494,10488.269,-0.016473
10,2021/3/16,2,10518.303,10591.332,10435.999,10566.057,0.007417
10,2021/3/17,3,10526.88,10602.704,10432.647,10550.225,-0.001498
10,2021/3/18,4,10572.952,10645.433,10553.876,10598.456,0.004572
10,2021/3/19,5,10468.472,10503.129,10308.735,10357.957,-0.022692
10,2021/3/22,1,10367.709,10485.412,10350.851,10452.149,0.009094
10,2021/3/23,2,10454.746,10457.757,10282.305,10372.493,-0.007621
10,2021/3/24,3,10330.314,10392.506,10179.608,10198.653,-0.01676
10,2021/3/25,4,10160.403,10257.522,10135.656,10205.433,0.000665
10,2021/3/26,5,10252.194,10417.167,10252.194,10395.574,0.018631
10,2021/3/29,1,10427.271,10490.026,10342.148,10429.401,0.003254
